IDs,age,ageDifference,gender,genderDifference,fullLiking_1,fullLiking_2,fullLiking_3,fullLiking_4,fullLiking_5,liking,similarity,positionFirst,positionSecond,distance,orientationFirst,orientationSecond,extremityFirst,extremitySecond,deltaExtremity,consistencyFirst,consistencySecond,certaintyFirst,certaintySecond,deltaCertainty
373,31,-2,0,1,5,4,4,4,3,4,3,1,2,1,1,1,1,2,-1,1,2,5,4,1
376,34,8,0,0,5,4,4,5,3,4,2,4,1,3,1,1,4,1,3,4,1,4,5,-1
21,40,9,1,1,5,4,4,5,3,4,1,-1,0,1,-1,0,1,0,1,0,-0,5,4,1
22,32,20,1,0,4,4,3,4,2,3,5,-1,-1,0,-1,-1,1,1,0,1,1,5,5,0
42,55,NaN,1,NaN,5,5,5,5,5,5,1,0,2,2,0,1,0,2,-2,0,0,4,4,0
41,23,18,1,1,5,5,5,5,4,5,3,-3,-1,2,-1,-1,3,1,2,3,1,3,5,-2
59,69,-30,1,1,4,4,4,5,5,4,3,3,0,3,1,0,3,0,3,0,0,5,4,1
41,41,-18,1,1,4,3,4,3,3,4,0,2,-1,3,1,-1,2,1,1,-2,-1,2,5,-3
122,32,10,0,1,4,3,3,5,1,3,2,-3,-1,2,-1,-1,3,1,2,3,1,5,5,0
122,42,-10,0,1,4,4,4,4,3,4,2,0,-5,5,0,-1,0,5,-5,0,-0,4,5,-1
140,45,-13,0,1,4,3,3,5,3,3,5,1,1,0,1,1,1,1,0,1,1,5,5,0
192,24,NaN,1,NaN,4,3,2,4,4,2,2,-1,1,2,-1,1,1,1,0,-1,-1,5,3,2
191,24,NaN,0,NaN,5,3,3,4,4,3,2,-3,3,6,-1,1,3,3,0,-3,-3,5,5,0
196,24,33,1,1,4,4,4,3,4,4,3,1,5,4,1,1,1,5,-4,1,5,5,5,0
196,57,-33,1,1,5,5,5,5,5,5,3,5,1,4,1,1,5,1,4,5,1,5,5,0
161,42,-27,1,0,4,2,3,5,3,3,3,1,1,0,1,1,1,1,0,1,1,5,5,0
129,46,-7,0,1,5,5,5,5,5,5,2,-1,-3,2,-1,-1,1,3,-2,1,3,5,5,0
129,39,7,0,1,5,5,5,5,3,5,2,-3,-1,2,-1,-1,3,1,2,3,1,5,5,0
178,55,-38,1,0,5,5,5,5,5,5,3,-1,-2,1,-1,-1,1,2,-1,1,2,5,4,1
128,43,-8,1,1,5,5,5,5,3,5,1,0,-1,1,0,-1,0,1,-1,0,-0,4,5,-1
175,42,-16,0,0,5,4,4,5,3,4,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
176,31,10,0,0,4,4,4,4,4,4,3,1,-2,3,1,-1,1,2,-1,-1,-2,5,4,1
131,36,5,1,1,5,4,5,4,4,5,3,3,4,1,1,1,3,4,-1,3,4,5,4,1
133,47,19,0,0,5,4,4,4,3,4,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
138,28,13,1,1,5,4,5,5,3,5,2,4,0,4,1,0,4,0,4,0,0,4,4,0
134,22,23,1,1,5,5,5,5,4,5,2,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
135,21,15,1,0,5,5,5,4,4,5,3,-2,1,3,-1,1,2,1,1,-2,-1,4,5,-1
170,44,-17,0,0,3,3,4,4,3,4,2,3,-2,5,1,-1,3,2,1,-3,-2,5,4,1
171,42,0,1,1,5,5,5,5,4,5,2,3,2,1,1,1,3,2,1,3,2,5,4,1
170,27,17,1,0,4,4,4,5,3,4,2,-2,3,5,-1,1,2,3,-1,-2,-3,4,5,-1
134,45,-23,1,1,5,5,5,5,4,5,2,1,-1,2,1,-1,1,1,0,-1,-1,5,5,0
137,42,2,1,0,5,5,5,5,2,5,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
135,36,-15,0,0,5,4,4,4,3,4,3,1,-2,3,1,-1,1,2,-1,-1,-2,5,4,1
188,43,6,1,0,5,5,5,5,3,5,1,5,-3,8,1,-1,5,3,2,-5,-3,5,5,0
186,18,42,0,0,4,5,5,5,3,5,3,3,5,2,1,1,3,5,-2,3,5,3,5,-2
185,18,18,0,1,5,5,5,5,3,5,3,2,5,3,1,1,2,5,-3,2,5,4,5,-1
166,36,-15,1,1,5,3,4,5,3,4,1,3,0,3,1,0,3,0,3,0,0,3,4,-1
168,29,12,0,0,5,5,5,5,3,5,4,3,4,1,1,1,3,4,-1,3,4,5,4,1
116,27,15,1,1,5,5,5,5,4,5,3,1,1,0,1,1,1,1,0,1,1,3,5,-2
239,45,6,0,0,5,5,5,5,4,5,2,4,-1,5,1,-1,4,1,3,-4,-1,4,5,-1
187,34,9,0,1,5,4,4,4,1,4,2,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
524,62,NaN,1,NaN,5,5,5,5,5,5,2,2,3,1,1,1,2,3,-1,2,3,4,3,1
525,26,9,1,1,5,5,5,5,5,5,2,0,5,5,0,1,0,5,-5,0,0,4,5,-1
529,31,2,0,0,5,5,5,5,3,5,1,5,-3,8,1,-1,5,3,2,-5,-3,5,5,0
500,35,-7,1,1,4,4,4,4,3,4,1,4,-1,5,1,-1,4,1,3,-4,-1,4,5,-1
563,42,-3,0,0,5,3,4,4,3,4,3,5,2,3,1,1,5,2,3,5,2,5,4,1
546,50,-24,1,1,4,4,4,4,4,4,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
546,26,24,1,1,4,4,4,4,3,4,4,3,1,2,1,1,3,1,2,3,1,5,5,0
537,21,NaN,0,NaN,4,3,4,5,2,4,5,-1,-1,0,-1,-1,1,1,0,1,1,5,5,0
519,28,5,1,1,5,5,5,5,5,5,4,1,2,1,1,1,1,2,-1,1,2,5,4,1
519,33,-5,1,1,5,4,4,5,5,4,4,2,1,1,1,1,2,1,1,2,1,4,5,-1
467,46,NaN,0,NaN,4,4,5,4,4,5,3,2,-1,3,1,-1,2,1,1,-2,-1,4,5,-1
178,17,38,0,0,5,5,4,5,3,4,3,-2,-1,1,-1,-1,2,1,1,2,1,4,5,-1
237,29,NaN,0,NaN,5,5,5,5,4,5,4,3,1,2,1,1,3,1,2,3,1,5,5,0
112,25,27,0,0,5,5,5,3,3,5,1,-5,3,8,-1,1,5,3,2,-5,-3,5,5,0
163,60,-11,1,0,5,5,5,5,4,5,4,-3,-1,2,-1,-1,3,1,2,3,1,5,5,0
139,36,6,1,1,5,5,5,4,4,5,3,4,2,2,1,1,4,2,2,4,2,4,4,0
147,36,8,1,0,5,5,5,5,2,5,3,0,1,1,0,1,0,1,-1,0,0,4,5,-1
114,41,-9,1,1,5,5,5,5,5,5,5,1,1,0,1,1,1,1,0,1,1,5,5,0
113,21,5,0,1,5,5,5,5,3,5,2,-2,2,4,-1,1,2,2,0,-2,-2,4,4,0
231,24,18,1,1,5,5,5,5,5,5,2,1,2,1,1,1,1,2,-1,1,2,5,4,1
184,35,-4,1,0,5,4,4,5,3,4,3,3,2,1,1,1,3,2,1,3,2,5,4,1
183,21,5,0,1,5,5,5,5,5,5,2,1,-1,2,1,-1,1,1,0,-1,-1,3,5,-2
177,16,NaN,0,NaN,4,4,4,5,3,4,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
221,53,-28,1,1,3,3,3,3,3,3,3,1,-3,4,1,-1,1,3,-2,-1,-3,5,5,0
144,55,-3,0,0,5,5,5,5,3,5,1,2,-1,3,1,-1,2,1,1,-2,-1,4,5,-1
144,52,3,1,0,5,4,3,4,2,3,1,-1,2,3,-1,1,1,2,-1,-1,-2,5,4,1
115,44,-9,1,0,5,4,4,5,3,4,3,2,-1,3,1,-1,2,1,1,-2,-1,4,5,-1
115,35,9,0,0,5,5,5,5,4,5,1,-1,2,3,-1,1,1,2,-1,-1,-2,5,4,1
147,44,-8,0,0,5,5,5,5,5,5,3,1,0,1,1,0,1,0,1,0,0,5,4,1
145,59,-11,1,1,5,5,5,5,5,5,2,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
145,48,11,1,1,4,4,4,4,3,4,2,1,-1,2,1,-1,1,1,0,-1,-1,5,5,0
114,32,9,1,1,5,5,5,5,5,5,5,1,1,0,1,1,1,1,0,1,1,5,5,0
169,35,-1,0,1,5,4,4,5,1,4,2,3,-1,4,1,-1,3,1,2,-3,-1,3,5,-2
163,49,11,0,0,5,4,4,4,4,4,4,-1,-3,2,-1,-1,1,3,-2,1,3,5,5,0
221,25,28,1,1,5,3,3,2,4,3,2,-3,3,6,-1,1,3,3,0,-3,-3,5,5,0
179,42,NaN,0,NaN,5,5,5,5,5,5,2,3,-3,6,1,-1,3,3,0,-3,-3,5,5,0
