participant_id,group,AR_pre,TTS_pre,GNG_pre,GR_pre,MS_pre,PM_pre,RMS_pre,age_round,age_bin,AR_post,TTS_post,GNG_post,GR_post,MS_post,PM_post,RMS_post,AR_1,TTS_1,GNG_1,GR_1,MS_1,PM_1,RMS_1,GI_1,AR_2,TTS_2,GNG_2,GR_2,MS_2,PM_2,RMS_2,GI_2,AR_d,TTS_d,GNG_d,GR_d,MS_d,PM_d,RMS_d,GI_d,lost_track_details_pre,misplaced_items_pre,lost_concentration_pre,remembered_names_pre,felt_creative_pre,good_concentration_pre,felt_anxious_pre,in_bad_mood_pre,felt_sad_pre,felt_training_benefits_pre,rwc_ave_pre,lost_track_details_post,misplaced_items_post,lost_concentration_post,remembered_names_post,felt_creative_post,good_concentration_post,felt_anxious_post,in_bad_mood_post,felt_sad_post,felt_training_benefits_post,rwc_ave_post,lost_track_details_d,misplaced_items_d,lost_concentration_d,remembered_names_d,felt_creative_d,good_concentration_d,felt_anxious_d,in_bad_mood_d,felt_sad_d,felt_training_benefits_d,rwc_ave_d,crosswords_active_days,lumosity_active_days,active_days,exclude,est_hours
3447,lumosity,16,-445.189,-386,10,6,14,4,23,"[18,25)",18,-161.009,-429,5,7,17,7,101.5785035,85.88388204,105.953757,103.8371949,96.84357409,110.5257196,78.38176743,95.3114727,107.5594805,110.9186994,93.20348865,89.17443288,109.7384325,135.1689656,116.828507,116.9500886,5.980977007,25.03481732,-12.75026831,-14.66276206,12.89485844,24.64324605,38.44673958,21.63861587,3,5,4,1,3,4,3,4,4,5,3.444444444,5,5,5,1,5,5,4,4,5,5,4.333333333,2,0,1,0,2,1,1,0,1,0,0.888888889,0,63,63,0,13.75768111
3448,crosswords,11,-509.644,-455,1,5,14,6,21,"[18,25)",11,-271.795,-409,4,5,14,5,87.14455723,80.40452982,85.93954222,77.80979622,84.26850625,110.5257196,104.3762811,81.40360985,87.14455723,99.06836803,99.0504283,86.07785316,84.26850625,110.5257196,91.48974509,88.60796003,0,18.66383821,13.11088608,8.268056943,0,0,-12.88653604,7.204350181,2,2,3,1,3,2,2,2,2,NA,2.111111111,2,5,4,2,3,2,2,2,2,3,2.666666667,0,3,1,1,0,0,0,0,0,NA,0.555555556,64,0,64,0,17.12938167
3449,lumosity,12,-123.177,-348,19,7,4,6,24,"[18,25)",17,-84.028,-407,18,7,10,6,90.15077663,115.2733628,118.5124174,130.9552708,109.7384325,71.13175413,104.3762811,110.828238,104.6197456,126.0960932,99.49858098,127.4130571,109.7384325,89.97238345,104.3762811,116.6293859,14.46896896,10.82273043,-19.01383642,-3.54221373,0,18.84062932,0,5.801147874,1,4,3,1,4,3,2,5,5,3,3.111111111,4,4,4,1,4,4,4,4,3,5,3.555555556,3,0,1,0,0,1,2,-1,-2,2,0.444444444,0,49,49,0,15.31825878
3450,crosswords,14,-50.811,-458,12,5,8,6,30,"[30,35)",18,-155.402,-385,13,6,11,5,96.55446306,133.3046978,89.17493789,110.9771213,86.27662334,83.67328458,106.3436639,101.6503948,107.9465092,114.6361235,108.0474594,114.3567219,99.44522366,94.78840165,94.19503153,109.0858673,11.39204618,-18.66857423,18.87252149,3.379600668,13.16860032,11.11511707,-12.14863241,7.435472552,3,1,2,2,2,2,1,2,1,3,1.777777778,4,4,4,4,3,4,4,2,4,4,3.666666667,1,3,2,2,1,2,3,0,3,1,1.888888889,43,0,43,0,12.06903139
3451,crosswords,16,-452.314,-457,6,4,16,5,48,"[45,50)",14,-447.082,-388,10,5,16,4,105.1492966,88.78813218,93.11588627,94.74450581,76.82463797,130.0400437,98.99927345,96.61014846,98.19568586,89.11602655,111.4780888,108.8947683,90.62371635,130.0400437,85.77869325,103.830998,-6.953610786,0.327894362,18.36220251,14.1502625,13.79907838,0,-13.2205802,7.220849587,4,4,4,3,3,2,2,3,3,NA,3.111111111,4,5,4,NA,3,3,2,4,1,3,3.25,0,1,0,NA,0,1,0,1,-2,NA,0.138888889,53,0,53,0,26.38981889
3452,crosswords,18,-604.393,-537,10,5,12,5,69,"[65,70)",15,-667.065,-532,9,6,3,5,118.091545,89.75114462,89.21697921,116.0929201,100.7313896,109.8566285,106.1187811,107.9516497,107.7464191,84.63111411,90.01338976,111.6110629,113.384778,80.29190245,106.1187811,98.30085907,-10.34512591,-5.120030509,0.796410549,-4.481857232,12.65338841,-29.56472605,0,-9.650790655,3,3,4,4,4,2,2,3,3,4,3.111111111,4,4,3,3,4,2,2,2,3,4,3,1,1,-1,-1,0,0,0,-1,0,0,-0.111111111,63,40,66,1,0
3453,lumosity,9,-113.985,-345,6,7,4,6,47,"[45,50)",17,-116.367,-444,11,4,13,5,78.63009026,126.2788289,127.0049534,94.74450581,119.1326978,73.95006657,112.1601026,108.6289332,108.2472132,125.3973593,96.05505084,111.816042,76.82463797,109.2550155,98.99927345,106.9191816,29.61712295,-0.881469526,-30.94990258,17.07153623,-42.30805984,35.30494896,-13.16082915,-1.70975158,4,4,3,2,5,4,4,4,4,5,3.777777778,4,4,4,4,4,5,3,4,3,5,3.888888889,0,0,1,2,-1,1,-1,0,-1,0,0.111111111,0,38,38,0,8.780004583
3454,lumosity,13,-231.779,-544,5,7,8,6,35,"[35,40)",14,-209.268,-540,3,6,12,7,93.72148071,105.0962948,73.72117113,89.24573314,114.6181379,85.46204202,108.1891174,91.58999961,97.03076769,107.7286503,75.01235438,82.45075693,100.7002435,100.9506214,120.7016299,95.81370155,3.309286978,2.632355437,1.291183248,-6.794976217,-13.91789438,15.48857939,12.51251247,4.223701942,2,3,1,2,5,4,2,1,4,3,2.666666667,4,4,4,3,5,5,3,3,4,5,3.888888889,2,1,3,1,0,1,1,2,0,2,1.222222222,0,40,40,0,9.390491806
3455,crosswords,15,-408.93,-370,7,6,7,5,49,"[45,50)",15,-320.833,-449,11,0,14,5,102.0563919,93.0045918,118.9092576,98.19568586,104.7795905,85.05687515,98.99927345,100.2832236,102.0563919,101.1009709,94.74450581,111.816042,54.93146535,116.2299058,98.99927345,94.46226999,0,8.096379092,-24.16475178,13.62035618,-49.84812511,31.17303062,0,-5.820953596,3,4,3,2,4,2,1,2,4,3,2.777777778,3,4,4,3,2,2,5,4,4,4,3.444444444,0,0,1,1,-2,0,4,2,0,1,0.666666667,3,0,3,0,1.000007222
3456,crosswords,21,-533.173,-480,13,6,14,6,52,"[50,55)",25,-259.836,-392,8,7,12,6,122.0528981,87.89877056,92.51809029,120.4789733,108.3483539,119.4061229,113.5721504,117.2426088,138.9387128,110.1173463,116.5851004,102.449485,122.5895151,106.2023984,113.5721504,129.3550753,16.88581473,22.2185757,24.06701012,-18.02948824,14.24116122,-13.20372445,0,12.11246653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,59,0,18.43023222
3457,lumosity,15,-799.047,-414,11,5,12,3,46,"[45,50)",16,-234.552,-402,12,6,12,4,102.0563919,69.57896283,104.5172941,111.816042,90.62371635,103.0712787,70.9995542,87.34911128,105.1492966,108.6574353,107.6146792,115.1082774,104.7795905,103.0712787,85.77869325,108.0590684,3.092904708,39.07847244,3.097385126,3.29223538,14.15587411,0,14.77913905,20.70995712,2,3,2,2,4,3,3,4,5,3,3.111111111,2,4,4,3,4,4,3,4,5,4,3.666666667,0,1,2,1,0,1,0,0,0,1,0.555555556,0,46,46,0,9.922735833
3458,lumosity,15,-120.493,-381,7,4,3,3,18,"[18,25)",9,-299.079,-318,0,5,7,5,98.69131405,116.0770117,107.3366906,95.15443402,72.77499024,66.96016934,67.35368793,79.73102247,80.97848585,97.28161552,129.4608126,71.13175413,84.26850625,81.41064897,91.48974509,82.67778629,-17.71282819,-18.79539614,22.12412202,-24.02267989,11.493516,14.45047963,24.13605716,2.946763821,5,5,4,2,5,5,5,5,5,5,4.555555556,5,5,5,4,5,5,5,5,5,5,4.888888889,0,0,1,2,0,0,0,0,0,0,0.333333333,0,28,28,0,8.562543194
3459,lumosity,18,-260.226,-420,14,6,16,8,18,"[18,25)",23,-282.182,-336,9,7,14,8,107.5594805,100.7343773,95.71704944,116.3986931,96.84357409,125.1710578,129.5850182,119.5497009,121.4178388,98.51148813,122.6273848,100.9495717,109.7384325,110.5257196,129.5850182,124.8842501,13.8583583,-2.222889136,26.91033532,-15.44912141,12.89485844,-14.64533821,0,5.334549141,3,2,1,5,4,3,1,3,4,4,2.888888889,3,1,4,4,4,3,3,3,2,5,3,0,-1,3,-1,0,0,2,0,-2,1,0.111111111,0,32,32,0,13.51565542
3460,lumosity,16,-445.217,-486,16,5,11,5,32,"[30,35)",14,-184.97,-479,14,6,14,5,102.5519704,87.84377927,82.28405284,124.27505,86.27662334,94.78840165,94.19503153,92.15963487,96.55446306,110.9390012,84.24217259,118.1332342,99.44522366,111.2846825,94.19503153,103.9620439,-5.997507317,23.09522192,1.958119752,-6.141815836,13.16860032,16.49628082,0,11.802409,4,4,3,2,4,4,3,5,5,4,3.777777778,4,4,4,2,5,5,4,4,4,3,4,0,0,1,0,1,1,1,-1,-1,-1,0.222222222,0,36,36,0,39.2380925
3461,crosswords,12,-252.907,-565,4,5,11,4,25,"[25,30)",9,-256.175,-513,0,6,12,5,89.46708886,102.2159066,69.97893544,85.11177864,84.41604731,93.09650188,79.51736008,74.3619491,81.16770745,101.7307832,75.82102044,69.47642982,97.78409342,97.7398838,92.55730046,77.68103426,-8.299381408,-0.485123384,5.842085001,-15.63534883,13.36804612,4.643381925,13.03994038,3.319085164,3,3,1,5,3,4,4,5,5,5,3.666666667,3,3,1,5,3,4,2,2,3,5,2.888888889,0,0,0,0,0,0,-2,-3,-2,0,-0.777777778,0,0,0,0,0.250126389
3462,lumosity,18,-391.296,-559,6,6,2,6,68,"[65,70)",18,-307.241,-474,5,5,6,5,118.091545,105.8924622,83.90707988,100.3133513,113.384778,74.91392177,119.4631439,104.2832463,118.091545,112.6243185,100,96.09184515,100.7313896,90.4011449,106.1187811,106.3276017,0,6.731856299,16.09292012,-4.221506176,-12.65338841,15.48722312,-13.34436282,2.044355406,4,5,4,2,5,4,4,3,5,5,4,4,5,4,3,5,5,5,4,5,5,4.444444444,0,0,0,1,0,1,1,1,0,0,0.444444444,0,60,60,0,17.82858389
3463,lumosity,18,-227.431,-392,14,5,13,5,52,"[50,55)",16,-545.359,-434,11,6,13,5,111.6163816,111.8572569,116.5851004,123.7590886,94.13413715,112.9173723,100.3547446,119.189439,105.5322546,87.14675188,103.90102,113.9777197,108.3483539,112.9173723,100.3547446,108.7037887,-6.084126946,-24.71050503,-12.6840804,-9.781368855,14.21421678,0,0,-10.48565031,3,3,4,2,2,3,4,4,4,3,3.222222222,3,3,5,4,4,4,3,4,4,3,3.777777778,0,0,1,2,2,1,-1,0,0,0,0.555555556,0,37,37,0,21.08870819
3464,lumosity,15,-91.81,-501,11,6,9,5,37,"[35,40)",13,-146.632,-502,12,6,13,6,100.0499993,126.7559005,81.84159012,107.5578586,100.7002435,88.78813218,95.32549902,100.2906778,93.72148071,115.6151037,81.41824126,111.9529111,100.7002435,106.7178775,108.1891174,104.8021385,-6.328518617,-11.14079685,-0.42334886,4.395052514,0,17.92974535,12.8636184,4.511460758,2,2,3,4,2,3,NA,2,1,3,2.375,3,2,4,1,3,5,4,4,5,4,3.444444444,1,0,1,-3,1,2,NA,2,4,1,1.069444444,0,45,45,0,8.230253889
3465,lumosity,17,-315.17,-499,12,5,11,5,26,"[25,30)",20,-452.314,-409,10,5,14,5,105.14905,96.58233851,78.22054067,108.9141837,84.41604731,93.09650188,92.55730046,88.90897258,113.0659127,85.39531665,99.47524986,103.6198926,84.41604731,109.5750208,92.55730046,96.74381309,7.91686274,-11.18702186,21.25470918,-5.29429104,0,16.47851896,0,7.834840503,4,3,4,NA,4,4,2,NA,3,4,3.428571429,4,3,4,2,4,4,1,3,3,4,3.111111111,0,0,0,NA,0,0,-1,NA,0,0,-0.317460317,0,53,53,0,12.6102796
3466,lumosity,16,-134.107,-347,9,9,15,5,23,"[18,25)",15,-310.226,-341,14,8,14,7,101.5785035,115.0051973,118.9417662,100.9495717,136.400055,117.2726016,91.48974509,122.0409916,98.69131405,96.64192461,121.1242282,116.3986931,122.8533768,110.5257196,116.828507,122.4095564,-2.887189454,-18.3632727,2.182461953,15.44912141,-13.54667819,-6.74688207,25.33876193,0.368564787,3,4,3,2,3,3,NA,NA,NA,3,3,3,5,5,3,3,4,3,3,3,4,3.555555556,0,1,2,1,0,1,NA,NA,NA,1,0.555555556,0,58,58,0,11.66099014
3467,crosswords,22,-221.795,-463,13,8,14,7,25,"[25,30)",21,-170.2,-483,14,7,14,5,118.4537039,104.8716751,86.28281239,111.5064699,124.0991782,109.5750208,117.9069261,119.7962841,115.9254936,110.4770402,81.31107462,114.3954083,110.899714,109.5750208,92.55730046,109.4739345,-2.528210333,5.60536508,-4.971737779,2.888938381,-13.19946418,0,-25.34962563,-10.32234961,4,4,5,3,5,3,3,4,3,4,3.777777778,4,4,5,3,4,5,4,4,4,4,4.111111111,0,0,0,0,-1,2,1,0,1,0,0.333333333,58,0,58,0,14.25911083
3468,lumosity,15,-196.785,-400,8,6,13,6,26,"[25,30)",14,-506.549,-440,9,7,13,5,98.79640253,107.5417571,101.9951391,97.16322361,97.78409342,103.2608009,105.265139,103.328715,95.83748326,82.13757296,91.60224208,100.4810053,110.899714,103.2608009,92.55730046,93.53363859,-2.958919277,-25.40418415,-10.39289703,3.317781684,13.11562059,0,-12.70783856,-9.795076358,2,4,2,4,4,4,1,3,4,3,3.111111111,4,4,3,4,5,5,5,5,5,5,4.444444444,2,0,1,0,1,1,4,2,1,2,1.333333333,0,61,61,0,22.12186614
3469,lumosity,17,-182.029,-405,6,5,16,6,19,"[18,25)",25,-91.81,-413,13,6,16,6,104.6197456,108.4682264,100.035809,92.2774394,84.26850625,125.1710578,104.3762811,105.0420248,127.3184967,122.4064152,97.82596954,113.3005653,96.84357409,125.1710578,104.3762811,123.3892311,22.69875114,13.93818878,-2.20983947,21.02312587,12.57506784,0,0,18.34720631,3,2,4,3,5,3,2,1,4,5,3,4,4,4,5,4,5,4,4,5,5,4.333333333,1,2,0,2,-1,2,2,3,1,0,1.333333333,0,59,59,0,13.87475344
3470,crosswords,18,-448.505,-413,15,8,15,9,23,"[18,25)",14,-485.737,-380,12,7,17,7,107.5594805,85.20010545,97.82596954,119.4285719,122.8533768,117.2726016,141.4561167,124.5510979,95.97750773,83.13785553,107.6409077,110.2752517,109.7384325,135.1689656,116.828507,115.8005822,-11.58197277,-2.062249921,9.81493812,-9.15332026,-13.11494431,17.89636398,-24.62760966,-8.750515744,4,3,2,2,4,3,2,2,4,3,2.888888889,3,4,3,2,5,4,3,3,4,3,3.444444444,-1,1,1,0,1,1,1,1,0,0,0.555555556,33,0,33,0,8.588185278
3471,crosswords,13,-527.63,-557,13,6,13,5,47,"[45,50)",11,-533.173,-583,14,6,12,3,94.74450581,84.89172258,76.65828146,118.5817587,104.7795905,109.2550155,98.99927345,96.69419697,87.48931682,84.72471791,71.31706057,121.7921456,104.7795905,103.0712787,70.9995542,84.73450212,-7.255188989,-0.167004672,-5.341220889,3.210386883,0,-6.183736815,-27.99971925,-11.95969485,4,3,4,3,5,5,2,2,4,2,3.555555556,4,4,4,5,5,5,2,1,4,4,3.777777778,0,1,0,2,0,0,0,-1,0,2,0.222222222,66,0,66,0,17.79802639
3472,lumosity,9,-459.105,-388,12,6,9,5,44,"[40,45)",11,-676.15,-534,15,5,3,3,81.4875826,89.12791915,110.3205767,113.8123446,101.9932487,89.74737567,98.00675126,95.75555409,87.45205896,74.68135505,73.73970893,124.6728044,89.19765074,71.13175413,67.72594278,70.28240196,5.964476362,-14.44656409,-36.58086775,10.86045976,-12.795598,-18.61562153,-30.28080848,-25.47315213,5,4,5,2,4,4,NA,NA,NA,NA,4,1,4,5,NA,4,4,4,4,4,3,3.75,-4,0,0,NA,0,0,NA,NA,NA,NA,-0.25,0,44,44,0,8.465597639
3473,crosswords,21,-338.578,-440,8,6,11,5,24,"[18,25)",21,-84.028,-450,12,6,15,5,115.6695646,94.50840465,90.59081097,98.00675126,96.84357409,93.83254199,91.48974509,94.73661212,115.6695646,126.0960932,87.2733327,110.2752517,96.84357409,117.2726016,91.48974509,112.059731,0,31.58768855,-3.317478275,12.26850042,0,23.44005964,0,17.32311883,4,4,4,4,2,4,4,3,4,3,3.666666667,5,4,4,5,2,5,4,4,4,5,4.111111111,1,0,0,1,0,1,0,1,0,2,0.444444444,60,0,60,0,10.5537725
3474,crosswords,12,-207.255,-496,7,6,12,4,62,"[60,65)",13,-184.97,-390,8,5,12,3,94.29511537,119.42648,96.29123164,101.3310172,112.337974,110.2368676,93.19005883,107.0479237,97.90434552,123.6757145,120.3407069,105.2313354,99.43017473,110.2368676,79.81691234,109.8407057,3.609230143,4.249234563,24.04947521,3.900318228,-12.90779924,0,-13.37314649,2.792781963,4,4,3,NA,3,5,5,5,5,4,4.25,4,4,4,2,3,4,5,5,4,4,3.888888889,0,0,1,NA,0,-1,0,0,-1,0,-0.361111111,1,46,46,1,0
3475,crosswords,17,-295.156,-435,7,7,5,7,22,"[18,25)",12,-146.726,-379,7,6,7,4,104.6197456,97.59047625,91.72008818,95.15443402,109.7384325,74.90183109,116.828507,97.43118499,90.15077663,113.0373374,107.9689114,95.15443402,96.84357409,81.41064897,78.38176743,89.7677405,-14.46896896,15.44686116,16.24882318,0,-12.89485844,6.508817882,-38.44673958,-7.663444487,NA,3,3,4,5,4,1,3,4,4,3.375,3,3,1,2,4,4,2,2,2,4,2.555555556,NA,0,-2,-2,-1,0,1,-1,-2,0,-0.819444444,13,0,13,0,2.764944167
3476,lumosity,14,-323.645,-564,11,7,15,5,36,"[35,40)",13,-217.51,-523,8,6,13,5,97.03076769,98.44725508,71.62221275,107.5578586,114.6181379,120.072088,95.32549902,101.1563297,93.72148071,107.3316462,78.06319987,98.04450489,100.7002435,106.7178775,95.32549902,94.46226999,-3.309286978,8.884391082,6.440987122,-9.513353674,-13.91789438,-13.35421049,0,-6.694059743,4,1,3,NA,4,4,5,5,5,3,3.875,5,3,3,NA,4,4,3,4,5,4,3.875,1,2,0,NA,0,0,-2,-1,0,1,0,0,48,48,0,9.600243472
3477,lumosity,8,-523.727,-449,0,4,8,3,62,"[60,65)",7,-413.265,-390,0,5,5,4,81.14502374,91.60611589,105.8412145,73.80975216,87.4835949,93.46956948,79.81691234,76.91995951,76.96249159,100.5064858,120.3407069,73.80975216,99.43017473,84.33386808,93.19005883,86.02866905,-4.182532153,8.90036989,14.49949239,0,11.94657983,-9.135701406,13.37314649,9.108709542,4,4,4,3,4,4,2,2,2,5,3.222222222,5,4,4,2,4,4,3,3,3,5,3.555555556,1,0,0,-1,0,0,1,1,1,0,0.333333333,0,61,61,0,30.90609653
3478,lumosity,13,-332.441,-399,6,7,16,5,25,"[25,30)",14,-633.53,-454,9,5,14,5,92.92593645,95.10527512,102.3043455,91.31947959,110.899714,123.5587754,92.55730046,102.3120405,95.83748326,74.43927782,88.4053169,100.4810053,84.41604731,109.5750208,92.55730046,85.20241496,2.911546802,-20.6659973,-13.89902856,9.161525701,-26.4836667,-13.9837546,0,-17.10962553,4,3,3,4,5,2,1,2,2,4,2.888888889,4,4,4,4,5,4,2,2,4,4,3.666666667,0,1,1,0,0,2,1,0,2,0,0.777777778,0,59,59,0,25.7812451
3479,crosswords,22,-313.294,-513,6,7,14,6,37,"[35,40)",20,-563.027,-393,11,7,16,8,121.7921456,99.79999714,79.80483476,92.3283906,114.6181379,113.3814695,108.1891174,107.9688092,114.2213067,77.46312165,106.8286087,107.5578586,114.6181379,128.0839465,136.1483102,122.9710963,-7.570838872,-22.33687548,27.02377392,15.22946797,0,14.70247706,27.95919282,15.00228706,1,2,4,3,3,2,2,5,5,4,3,1,4,5,NA,4,2,2,5,4,3,3.375,0,2,1,NA,1,0,0,0,-1,-1,0.375,55,6,55,1,0
3480,crosswords,16,-503.015,-428,6,7,12,5,18,"[18,25)",14,-604.451,-337,7,7,13,5,101.5785035,81.05823376,93.48010593,92.2774394,109.7384325,98.83503824,91.48974509,91.22998191,95.97750773,73.9039068,122.2438242,95.15443402,109.7384325,104.4136606,91.48974509,98.02302314,-5.600995767,-7.154326953,28.76371828,2.876994623,0,5.578622393,0,6.793041227,4,5,5,3,3,4,2,4,5,3,3.888888889,5,4,4,3,3,4,5,3,4,4,3.888888889,1,-1,-1,0,0,0,3,-1,-1,1,0,37,31,38,1,0
3481,lumosity,16,-116.367,-468,2,7,15,5,27,"[25,30)",17,-271.677,-391,10,6,10,5,102.0392565,117.9964002,84.60234715,78.52952225,110.899714,116.2361709,92.55730046,100.7157412,105.14905,100,104.9408591,103.6198926,97.78409342,89.18550509,92.55730046,98.1357357,3.10979347,-17.99640019,20.33851199,25.09037037,-13.11562059,-27.05066582,0,-2.580005525,3,5,3,2,4,2,3,3,4,NA,3.222222222,2,2,NA,3,4,4,4,4,4,4,3.375,-1,-3,NA,1,0,2,1,1,0,NA,0.152777778,0,41,41,0,29.46272708
3482,crosswords,18,-292.756,-370,14,6,14,5,30,"[30,35)",19,-139.313,-360,16,6,17,5,107.9465092,100.4963563,114.310638,118.1332342,99.44522366,111.2846825,94.19503153,112.3869427,111.1687973,117.3688836,118.0125848,124.27505,99.44522366,134.8429947,94.19503153,126.860641,3.222288073,16.87252736,3.701946797,6.141815836,0,23.5583122,0,14.47369832,4,4,4,3,5,4,3,2,3,3,3.555555556,4,3,5,2,3,4,4,4,5,3,3.777777778,0,-1,1,-1,-2,0,1,2,2,0,0.222222222,49,1,49,1,0
3483,lumosity,11,-474.234,-422,10,4,5,3,27,"[25,30)",11,-457.358,-405,7,6,15,5,86.38213676,84.22731199,95.38112762,103.6198926,71.17541084,73.86029964,65.36139067,68.18021125,86.38213676,85.04005911,100.5903759,94.14949451,97.78409342,116.2361709,92.55730046,92.2917593,0,0.812747119,5.209248291,-9.470398115,26.60868258,42.37587128,27.19590979,24.11154805,4,3,4,2,5,3,2,3,4,4,3.333333333,4,5,4,2,5,5,4,5,5,5,4.333333333,0,2,0,0,0,2,2,2,1,1,1,0,66,66,0,15.08919444
3484,crosswords,13,-668.548,-445,8,5,7,3,57,"[55,60)",13,-359.96,-491,8,5,6,4,97.68474159,80.31169243,102.2645382,103.182058,97.83682509,89.27639877,78.22890066,86.06886959,97.68474159,103.5419203,92.76001898,103.182058,97.83682509,86.64629669,91.37593231,92.3682025,0,23.23022784,-9.504519254,0,0,-2.63010208,13.14703166,6.299332907,2,3,3,2,4,3,4,4,5,5,3.333333333,2,2,3,3,4,4,2,3,5,5,3.111111111,0,-1,0,1,0,1,-2,-1,0,0,-0.222222222,54,0,54,0,17.08742333
3485,crosswords,12,-365.369,-490,5,6,11,6,24,"[18,25)",15,-280.738,-445,5,6,13,6,90.15077663,91.51076767,78.97186515,89.17443288,96.84357409,93.83254199,104.3762811,84.93947502,98.69131405,98.56545719,88.94080713,89.17443288,96.84357409,104.4136606,104.3762811,94.74849953,8.540537415,7.054689523,9.968941977,0,0,10.58111865,0,9.80902451,4,4,2,2,4,3,2,2,2,5,2.777777778,4,5,5,1,4,3,3,2,2,4,3.222222222,0,1,3,-1,0,0,1,0,0,-1,0.444444444,4,0,4,0,1.041244722
3486,crosswords,22,-346.854,-624,16,7,13,6,23,"[18,25)",20,-264.024,-554,14,7,13,7,118.5124174,93.91039409,60.56963974,122.0838055,109.7384325,104.4136606,104.3762811,103.6810394,113.1947867,99.92838178,67.15975367,116.3986931,109.7384325,104.4136606,116.828507,107.2273675,-5.317630738,6.017987685,6.590113923,-5.685112403,0,0,12.45222589,3.546328126,5,4,4,1,3,4,2,3,2,4,3.111111111,5,4,5,5,4,5,3,4,4,4,4.333333333,0,0,1,4,1,1,1,1,2,0,1.222222222,67,1,67,1,0
3487,crosswords,20,-138.833,-454,9,6,15,7,25,"[25,30)",15,-263.294,-484,15,6,13,4,113.0659127,115.6591494,88.4053169,100.4810053,97.78409342,116.2361709,117.9069261,113.4785969,98.79640253,100.9186995,81.16770745,118.1318246,97.78409342,103.2608009,79.51736008,94.38240711,-14.26951018,-14.74044984,-7.237609443,17.65081927,0,-12.97537006,-38.38956601,-19.09618976,4,4,2,4,4,5,4,3,4,5,3.777777778,4,5,3,3,3,4,4,4,2,2,3.555555556,0,1,1,-1,-1,-1,0,1,-2,-3,-0.222222222,50,0,50,0,13.43191389
3488,lumosity,15,-503.418,-379,2,6,7,7,46,"[45,50)",12,-356.547,-400,8,7,11,7,102.0563919,85.93466491,114.6181379,80.17009288,104.7795905,85.05687515,126.2788289,99.7913146,91.34256473,97.94360806,107.8430692,102.0059322,119.1326978,98.34668376,126.2788289,111.5317536,-10.71382721,12.00894315,-6.775068667,21.8358393,14.35310735,13.28980861,0,11.74043896,2,4,3,5,3,4,3,2,1,4,3,3,4,4,3,3,4,3,4,3,4,3.444444444,1,0,1,-2,0,0,0,2,2,0,0.444444444,0,64,64,0,12.67050417
3489,crosswords,15,-161.009,-449,10,7,12,6,23,"[18,25)",17,-280.738,-389,12,6,12,6,98.69131405,110.9186994,87.62902131,103.8371949,109.7384325,98.83503824,104.3762811,103.78097,104.6197456,98.56545719,104.8267063,110.2752517,96.84357409,98.83503824,104.3762811,104.8178305,5.928431544,-12.35324217,17.19768501,6.438056732,-12.89485844,0,0,1.036860531,3,3,5,4,3,4,4,4,4,NA,3.777777778,2,4,5,NA,3,4,4,3,5,3,3.75,-1,1,0,NA,0,0,0,-1,1,NA,-0.027777778,19,0,19,0,4.614202222
3490,lumosity,24,-227.431,-493,14,7,16,7,19,"[18,25)",23,-660.251,-366,18,7,16,6,124.2003759,103.0284022,78.38176743,116.3986931,109.7384325,125.1710578,116.828507,120.0665576,121.4178388,70.28871405,112.1708208,127.4130571,109.7384325,125.1710578,104.3762811,119.0801455,-2.782537116,-32.73968814,33.78905338,11.01436396,0,0,-12.45222589,-0.986412117,3,4,4,NA,4,4,3,4,5,3,3.875,4,4,5,2,4,5,3,2,2,4,3.444444444,1,0,1,NA,0,1,0,-2,-3,1,-0.430555556,0,59,59,0,17.18094417
3491,lumosity,17,-86.562,-394,11,8,9,5,23,"[18,25)",23,-173.992,-376,17,7,10,8,104.6197456,123.2024178,103.4131746,107.0554546,122.8533768,87.19618064,91.48974509,110.7317501,121.4178388,108.7638505,108.7426226,124.5353301,109.7384325,89.97238345,129.5850182,124.7379004,16.79809321,-14.43856729,5.329447959,17.47987548,-13.11494431,2.776202814,38.09527309,14.00615028,2,1,1,3,4,3,5,4,4,4,3,3,2,3,5,4,4,3,4,4,4,3.555555556,1,1,2,2,0,1,-2,0,0,0,0.555555556,0,24,24,0,5.401092222
3492,lumosity,27,-199.77,-448,14,8,13,6,31,"[30,35)",25,-314.989,-405,14,7,15,6,132.3453356,109.2896015,90.99168014,118.1332342,127.8178215,105.2736597,106.3436639,123.9722289,128.1505237,98.39135633,102.1677372,118.1332342,113.2855782,117.6574457,106.3436639,122.6164294,-4.194811904,-10.89824521,11.17605711,0,-14.53224332,12.38378596,0,-1.355799507,4,4,4,2,4,4,2,4,4,3,3.555555556,4,5,5,4,4,4,4,5,5,4,4.444444444,0,1,1,2,0,0,2,1,1,1,0.888888889,0,35,35,0,6.154713542
