participant_id,group,AR_pre,TTS_pre,GNG_pre,GR_pre,MS_pre,PM_pre,RMS_pre,age_round,age_bin,AR_post,TTS_post,GNG_post,GR_post,MS_post,PM_post,RMS_post,AR_1,TTS_1,GNG_1,GR_1,MS_1,PM_1,RMS_1,GI_1,AR_2,TTS_2,GNG_2,GR_2,MS_2,PM_2,RMS_2,GI_2,AR_d,TTS_d,GNG_d,GR_d,MS_d,PM_d,RMS_d,GI_d,lost_track_details_pre,misplaced_items_pre,lost_concentration_pre,remembered_names_pre,felt_creative_pre,good_concentration_pre,felt_anxious_pre,in_bad_mood_pre,felt_sad_pre,felt_training_benefits_pre,rwc_ave_pre,lost_track_details_post,misplaced_items_post,lost_concentration_post,remembered_names_post,felt_creative_post,good_concentration_post,felt_anxious_post,in_bad_mood_post,felt_sad_post,felt_training_benefits_post,rwc_ave_post,lost_track_details_d,misplaced_items_d,lost_concentration_d,remembered_names_d,felt_creative_d,good_concentration_d,felt_anxious_d,in_bad_mood_d,felt_sad_d,felt_training_benefits_d,rwc_ave_d,crosswords_active_days,lumosity_active_days,active_days,exclude,est_hours
1230,crosswords,17,-583.752,-376,10,5,14,4,55,"[55,60)",17,-270.266,-359,13,4,10,4,110.7236012,87.23222696,119.5702808,109.7119218,97.83682509,121.2114596,91.37593231,110.0963043,110.7236012,112.061653,126.737598,120.6798809,86.03924577,99.54873885,91.37593231,112.8057864,0,24.82942606,7.167317231,10.96795911,-11.79757932,-21.66272078,0,2.70948202,3,1,1,2,2,2,3,4,4,NA,2.444444444,3,1,1,NA,4,2,2,4,4,4,2.625,0,0,0,NA,2,0,-1,0,0,NA,0.180555556,69,24,69,1,0
1231,crosswords,15,-345.997,-547,2,5,12,4,42,"[40,45)",10,-383.92,-426,2,5,7,4,99.35523995,98.06092817,71.78809588,79.06710317,89.19765074,103.0284022,83.89115329,79.74957701,84.36130003,95.0221998,97.24520561,79.06710317,89.19765074,84.0810891,83.89115329,76.83437559,-14.99393992,-3.038728365,25.45710974,0,0,-18.94731308,0,-2.91520142,2,5,4,2,2,4,4,2,4,NA,3.222222222,3,5,3,2,2,4,4,2,2,4,3,1,0,-1,0,0,0,0,0,-2,NA,-0.222222222,53,0,53,0,14.74835167
1232,lumosity,16,-192.333,-550,8,6,2,3,66,"[65,70)",18,-422.46,-433,10,5,16,5,112.0385783,122.5162892,85.65455553,107.7464191,113.384778,74.91392177,80.0415773,99.0752662,118.091545,102.7305193,110.7830208,116.0929201,100.7313896,138.0877722,106.1187811,124.7379004,6.052966698,-19.78576986,25.12846526,8.346501019,-12.65338841,63.17385043,26.07720381,25.66263421,3,4,5,3,1,2,3,2,2,NA,2.777777778,3,4,5,2,3,4,3,4,4,3,3.555555556,0,0,0,-1,2,2,0,2,2,NA,0.777777778,0,69,69,0,39.76112597
1233,crosswords,15,-280.5,-543,6,5,14,5,49,"[45,50)",19,-587.18,-514,13,5,14,6,102.0563919,104.7795905,78.76713882,94.74450581,90.62371635,116.2299058,98.99927345,96.21133613,113.531005,81.94519255,83.68002165,118.5817587,90.62371635,116.2299058,112.1601026,104.4659973,11.47461309,-22.83439791,4.912882832,23.83725293,0,0,13.16082915,8.254661154,4,4,3,2,3,4,4,3,4,NA,3.444444444,4,5,5,2,3,4,4,4,4,4,3.888888889,0,1,2,0,0,0,0,1,0,NA,0.444444444,66,0,66,0,19.42978861
1234,lumosity,16,-615.08,-414,5,4,10,6,58,"[55,60)",21,-302.907,-456,5,6,12,6,107.2963581,84.91782778,108.802105,93.04039614,86.03924577,99.54873885,118.4512193,99.5676772,126.2602911,108.7426226,100.6519285,93.04039614,110.6589712,108.6832773,118.4512193,117.8557811,18.96393295,23.82479482,-8.150176502,0,24.61972543,9.134538493,0,18.28810392,1,1,1,2,4,3,1,4,4,NA,2.333333333,1,2,2,2,3,3,2,5,4,3,2.666666667,0,1,1,0,-1,0,1,1,0,NA,0.333333333,0,54,54,0,27.76909819
1235,lumosity,10,-435.444,-393,0,7,5,6,19,"[18,25)",12,-161.009,-316,7,7,12,7,84.14383656,86.98876458,103.6893789,71.13175413,109.7384325,74.90183109,104.3762811,82.4359924,90.15077663,110.9186994,130.2386305,95.15443402,109.7384325,98.83503824,116.828507,114.1447684,6.006940068,23.92993478,26.54925159,24.02267989,0,23.93320715,12.45222589,31.70877599,4,3,2,3,3,3,2,2,2,NA,2.666666667,4,3,4,4,3,4,2,2,2,4,3.111111111,0,0,2,1,0,1,0,0,0,NA,0.444444444,0,18,18,0,3.215993889
1236,crosswords,22,-523.727,-366,14,6,14,5,28,"[25,30)",27,-315.17,-348,12,7,13,6,118.4537039,81.31107462,112.8122128,114.3954083,97.78409342,109.5750208,92.55730046,106.998027,132.7380868,96.58233851,118.7365244,108.9141837,110.899714,103.2608009,105.265139,120.8700731,14.28438285,15.27126389,5.92431152,-5.481224594,13.11562059,-6.314219977,12.70783856,13.8720461,2,2,2,3,5,4,2,2,4,NA,2.888888889,1,1,1,2,1,1,1,3,2,3,1.444444444,-1,-1,-1,-1,-4,-3,-1,1,-2,NA,-1.444444444,12,0,12,0,2.897153056
1237,crosswords,9,-209.09,-433,9,6,7,6,33,"[30,35)",13,-261.277,-377,12,6,12,5,80.58942473,108.2165262,94.63307824,100.7885497,99.44522366,81.05218479,106.3436639,91.79850221,93.68824467,103.655689,111.3234607,110.9771213,99.44522366,99.26990935,94.19503153,103.4242656,13.09881994,-4.560837199,16.69038243,10.18857152,0,18.21772456,-12.14863241,11.62576336,2,4,2,5,5,4,2,5,4,NA,3.666666667,4,4,4,4,4,4,3,4,4,4,3.888888889,2,0,2,-1,-1,0,1,-1,0,NA,0.222222222,63,3,63,1,0
1238,crosswords,12,-221.969,-389,3,7,3,4,37,"[35,40)",14,-155.402,-461,9,5,10,5,90.37931782,106.4426279,108.2472132,82.45075693,114.6181379,70.32250158,81.6317446,87.75920365,97.03076769,114.3788314,89.63013402,100.8504424,87.20385626,92.0995501,95.32549902,93.45175676,6.651449864,7.936203522,-18.61707919,18.39968545,-27.41428166,21.77704852,13.69375442,5.69255311,1,2,2,5,1,1,2,3,2,NA,2.111111111,4,4,2,2,3,1,2,5,4,NA,3,3,2,0,-3,2,0,0,2,2,NA,0.888888889,5,0,5,0,0.616645555
1239,crosswords,14,-471.676,-542,4,5,11,5,70,"[70,75)",12,-553.71,-679,3,5,11,5,108.2508943,105.8567762,90.32639238,96.64053026,103.1158876,112.8289586,112.1557076,107.7039886,100.476022,97.36888838,73.37967539,91.4708371,103.1158876,112.8289586,112.1557076,97.50300339,-7.774872348,-8.487887788,-16.94671698,-5.169693158,0,0,0,-10.20098523,3,5,4,2,4,4,2,4,4,NA,3.555555556,4,4,4,3,4,4,3,3,4,4,3.666666667,1,-1,0,1,0,0,1,-1,0,NA,0.111111111,63,0,63,0,17.2320475
1240,crosswords,9,-155.402,-524,5,3,12,4,69,"[65,70)",10,-473.93,-605,4,5,13,4,85.48867651,127.5087195,92.01390164,96.09184515,78.97983406,109.8566285,92.72714482,95.23314932,89.88265375,99.5821746,78.69731396,91.89329688,100.7313896,115.9084337,92.72714482,91.44570806,4.393977239,-27.92654494,-13.31658768,-4.198548265,21.75155556,6.051805157,0,-3.787441257,3,4,3,2,2,3,2,2,2,NA,2.555555556,3,4,3,NA,2,3,3,2,4,4,3,0,0,0,NA,0,0,1,0,2,NA,0.444444444,0,0,0,0,0
1241,lumosity,18,-512.065,-409,9,6,9,6,42,"[40,45)",18,-323.534,-357,12,5,13,6,108.5523503,84.81656494,102.3188823,103.5235123,101.9932487,89.74737567,111.0122544,100.5218019,108.5523503,100.1074278,119.980139,113.8123446,89.19765074,108.9985327,111.0122544,114.10993,0,15.2908629,17.66125674,10.28883237,-12.795598,19.25115705,0,13.58812815,5,4,3,4,3,4,4,4,4,NA,3.888888889,5,4,4,5,4,4,4,4,4,3,4.222222222,0,0,1,1,1,0,0,0,0,NA,0.333333333,0,33,33,0,11.75988319
1242,lumosity,7,-369.063,-455,0,6,2,0,29,"[25,30)",6,-123.177,-442,3,6,3,4,74.43927782,91.9073475,88.16809362,69.47642982,97.78409342,60.98891826,56.18402727,58.57291284,69.97893544,116.5539741,91.11188495,81.8227041,97.78409342,67.49454832,79.51736008,74.50528551,-4.460342385,24.64662656,2.943791328,12.34627428,0,6.505630061,23.3333328,15.93237267,2,4,4,2,3,3,3,2,2,NA,2.777777778,3,4,4,1,3,3,2,2,2,4,2.666666667,1,0,0,-1,0,0,-1,0,0,NA,-0.111111111,0,11,11,0,2.004045139
1243,lumosity,11,-302.914,-408,9,5,14,4,58,"[55,60)",5,-331.264,-348,14,6,10,4,90.22617246,108.5649921,110.788431,106.4059472,97.83682509,121.2114596,91.37593231,106.8653448,67.83384069,105.5375704,128.9831814,123.663404,110.6589712,99.54873885,91.37593231,107.2106317,-22.39233177,-3.027421659,18.19475042,17.25745676,12.82214611,-21.66272078,0,0.345286905,3,1,4,4,4,4,4,3,3,NA,3.333333333,4,1,4,2,4,4,2,2,3,4,2.888888889,1,0,0,-2,0,0,-2,-1,0,NA,-0.444444444,0,45,45,0,10.89592337
1244,crosswords,9,-261.247,-406,4,6,14,5,22,"[18,25)",10,-236.579,-327,5,5,9,6,80.97848585,100.5551658,99.76723232,86.07785316,96.84357409,110.5257196,91.48974509,90.66666853,84.14383656,101.902968,126.5984615,89.17443288,84.26850625,87.19618064,104.3762811,93.78626529,3.165350712,1.347802144,26.83122915,3.096579723,-12.57506784,-23.32953892,12.88653604,3.119596761,1,2,2,5,4,2,3,2,1,NA,2.444444444,2,2,1,4,4,1,2,2,1,3,2.111111111,1,0,-1,-1,0,-1,-1,0,0,NA,-0.333333333,1,4,5,1,0
1245,crosswords,15,-667.065,-481,5,5,2,3,67,"[65,70)",9,-589.699,-593,9,0,8,0,107.7464191,84.63111411,98.1150798,96.09184515,100.7313896,74.91392177,80.0415773,84.25770723,85.48867651,90.1433715,80.29190245,111.6110629,69.01959025,93.99454923,65.70178073,72.60398596,-22.2577426,5.512257392,-17.82317735,15.51921775,-31.71179937,19.08062746,-14.33979657,-11.65372127,4,4,5,4,3,4,2,2,4,NA,3.555555556,4,4,5,2,3,4,NA,NA,NA,4,3.666666667,0,0,0,-2,0,0,NA,NA,NA,NA,0.111111111,67,0,67,0,16.59006083
1246,lumosity,22,-92.704,-466,11,6,13,6,25,"[25,30)",20,-110.016,-496,10,7,14,4,118.4537039,121.229695,85.14751108,106.1821871,97.78409342,103.2608009,105.265139,109.993717,113.0659127,119.0751353,78.82965313,103.6198926,110.899714,109.5750208,79.51736008,103.8926296,-5.387791218,-2.154559722,-6.317857953,-2.562294429,13.11562059,6.314219977,-25.74777894,-6.101087345,2,3,4,3,3,2,1,1,3,NA,2.444444444,3,4,4,4,5,3,2,2,3,5,3.333333333,1,1,0,1,2,1,1,1,0,NA,0.888888889,0,25,25,0,5.575976528
1247,crosswords,9,-202.199,-590,7,4,2,5,26,"[25,30)",8,-120.493,-541,6,7,10,4,81.16770745,106.637249,65.6685284,94.14949451,71.17541084,60.98891826,92.55730046,66.23382462,77.77179242,117.2552407,72.08993989,91.31947959,110.899714,89.18550509,79.51736008,83.17631996,-3.395915036,10.61799167,6.421411492,-2.83001492,39.72430317,28.19658684,-13.03994038,16.94249535,2,5,2,2,5,2,1,2,1,NA,2.444444444,4,5,5,3,4,4,2,4,4,3,3.888888889,2,0,3,1,-1,2,1,2,3,NA,1.444444444,66,0,66,0,12.69464778
1248,lumosity,14,-159.167,-377,0,5,10,6,18,"[18,25)",14,-134.107,-493,18,5,9,7,95.97750773,111.2243386,108.4262643,71.13175413,84.26850625,89.97238345,104.3762811,90.47597395,95.97750773,115.0051973,78.38176743,127.4130571,84.26850625,87.19618064,116.828507,101.2797075,0,3.780858741,-30.04449684,56.28130293,0,-2.776202814,12.45222589,10.80373358,4,3,4,4,4,4,3,3,2,NA,3.444444444,4,4,5,3,1,1,1,2,2,3,2.555555556,0,1,1,-1,-3,-3,-2,-1,0,NA,-0.888888889,0,5,5,0,1.073810833
1249,crosswords,16,-85.302,-376,10,6,10,5,34,"[30,35)",13,-188.541,-460,13,5,12,5,102.5519704,124.7180843,111.7551511,104.1994995,99.44522366,90.92165997,94.19503153,107.2734373,93.68824467,110.4125013,88.40293709,114.3567219,86.27662334,99.26990935,94.19503153,96.32280084,-8.863725712,-14.30558296,-23.35221402,10.15722245,-13.16860032,8.348249373,0,-10.95063646,3,4,2,3,4,4,3,4,2,NA,3.222222222,3,4,3,4,4,3,NA,3,3,5,3.375,0,0,1,1,0,-1,NA,-1,1,NA,0.152777778,28,0,28,0,7.316980833
1250,crosswords,14,-677.392,-358,8,6,12,6,27,"[25,30)",17,-331.264,-334,19,6,9,6,95.83748326,72.21244049,115.1044159,97.16322361,97.78409342,97.7398838,105.265139,94.77622402,105.14905,95.22040954,123.3362569,131.2519019,97.78409342,85.81110163,105.265139,111.7229818,9.311566721,23.00796905,8.231841072,34.08867833,0,-11.92878217,0,16.94675776,3,3,3,3,4,4,3,3,3,NA,3.222222222,4,4,4,3,4,4,2,3,4,3,3.555555556,1,1,1,0,0,0,-1,0,1,NA,0.333333333,3,0,3,0,1.250020278
1251,crosswords,10,-705.088,-527,3,5,7,3,60,"[60,65)",13,-523.727,-639,7,7,11,6,89.19647874,79.1724172,89.68308944,86.65758239,99.43017473,90.7021814,79.81691234,77.18416018,97.90434552,91.60611589,74.90109779,101.3310172,125.3593244,104.6299871,121.6915539,104.6376857,8.707866772,12.43369869,-14.78199165,14.67343482,25.92914971,13.92780569,41.87464155,27.45352552,5,5,4,2,3,4,3,2,2,NA,3.333333333,4,5,4,NA,3,4,4,3,3,4,3.75,-1,0,0,NA,0,0,1,1,1,NA,0.416666667,67,0,67,0,17.02647583
1252,crosswords,20,-161.009,-366,10,7,14,7,27,"[25,30)",17,-406.78,-328,9,6,16,6,113.0659127,111.4186528,112.8122128,103.6198926,110.899714,109.5750208,117.9069261,121.4651083,105.14905,89.38300727,125.7494735,100.4810053,97.78409342,123.5587754,105.265139,112.8702826,-7.91686274,-22.03564555,12.93726062,-3.138887335,-13.11562059,13.9837546,-12.64178707,-8.594825689,2,3,1,2,4,3,2,2,2,NA,2.333333333,3,4,4,3,4,4,4,4,4,4,3.777777778,1,1,3,1,0,1,2,2,2,NA,1.444444444,55,0,55,0,13.64580694
1253,crosswords,12,-489.944,-404,8,4,13,7,41,"[40,45)",7,-120.462,-451,11,6,11,3,90.54717631,86.98876458,103.5787523,100.1074278,77.03165484,108.9985327,123.5031927,97.49922491,75.3271956,122.4612015,91.94849505,110.0500152,101.9932487,97.89831865,67.72594278,90.95885973,-15.21998071,35.47243696,-11.63025724,9.942587388,24.9615939,-11.10021407,-55.77724992,-6.540365179,1,4,2,4,4,4,2,2,4,NA,3,1,4,1,5,2,2,2,3,4,4,2.666666667,0,0,-1,1,-2,-2,0,1,0,NA,-0.333333333,33,5,33,1,0
1254,crosswords,11,-141.426,-368,4,7,13,5,31,"[30,35)",11,-277.016,-384,11,5,12,4,87.35070496,116.9201118,115.0650181,84.88656428,113.2855782,105.2736597,94.19503153,104.5088637,87.35070496,101.9908927,108.59222,107.6457827,86.27662334,99.26990935,81.62188133,92.2917593,0,-14.92921915,-6.472798051,22.75921842,-27.00895488,-6.003750395,-12.5731502,-12.21710439,2,1,2,4,4,4,2,3,4,NA,2.888888889,2,3,3,4,4,2,1,2,2,NA,2.555555556,0,2,1,0,0,-2,-1,-1,-2,NA,-0.333333333,35,0,35,0,11.0197925
1255,crosswords,16,-445.189,-453,4,8,15,6,19,"[18,25)",12,-357.241,-438,7,6,14,6,101.5785035,85.88388204,86.56627387,86.07785316,122.8533768,117.2726016,104.3762811,101.1413803,90.15077663,92.297874,91.08705831,95.15443402,96.84357409,110.5257196,104.3762811,94.6215286,-11.42772687,6.413991957,4.520784442,9.076580862,-26.00980276,-6.74688207,0,-6.519851732,3,3,5,5,5,5,5,5,5,NA,4.555555556,NA,NA,5,4,4,3,5,5,5,5,4.428571429,NA,NA,0,-1,-1,-2,0,0,0,NA,-0.126984127,2,0,2,0,0.353389444
1256,lumosity,10,-261.277,-382,7,7,11,4,26,"[25,30)",14,-189.556,-339,7,5,15,6,84.0745064,101.2255294,107.6909643,94.14949451,110.899714,93.09650188,79.51736008,91.68576262,95.83748326,108.2702154,121.9693751,94.14949451,84.41604731,116.2361709,105.265139,106.8198596,11.76297686,7.04468605,14.2784108,0,-26.4836667,23.13966904,25.74777894,15.13409703,2,4,3,3,4,4,2,2,3,NA,3,2,4,3,1,4,NA,2,2,NA,NA,2.571428571,0,0,0,-2,0,NA,0,0,NA,NA,-0.428571429,0,12,12,0,4.088445417
1257,lumosity,13,-729.171,-446,5,4,11,6,18,"[18,25)",13,-264.024,-379,0,4,4,5,93.16378475,68.41582445,88.46528935,89.17443288,72.77499024,93.83254199,104.3762811,75.94724877,93.16378475,99.92838178,107.9689114,71.13175413,72.77499024,71.13175413,91.48974509,75.46311467,0,31.51255732,19.50362201,-18.04267875,0,-22.70078785,-12.88653604,-0.484134104,NA,4,2,2,2,2,2,1,3,NA,2.25,3,4,4,4,5,4,3,2,3,3,3.555555556,NA,0,2,2,3,2,1,1,0,NA,1.305555556,0,66,66,0,16.84381306
1258,crosswords,12,-438.385,-452,12,5,8,5,39,"[35,40)",13,-196.107,-435,11,6,5,5,90.37931782,87.27565297,91.51914969,111.9529111,87.20385626,85.46204202,95.32549902,86.16038298,93.72148071,109.8056683,94.53131176,107.5578586,100.7002435,77.30733171,95.32549902,94.19811213,3.342162886,22.53001535,3.012162076,-4.395052514,13.49638728,-8.154710308,0,8.037729146,3,2,2,2,4,3,2,2,3,NA,2.555555556,3,4,3,3,4,4,2,2,3,4,3.111111111,0,2,1,1,0,1,0,0,0,NA,0.555555556,9,0,9,0,2.310316111
1259,crosswords,18,-335.872,-353,12,6,13,5,30,"[30,35)",10,-193.626,-416,13,6,13,5,107.9465092,96.34431104,120.4698852,110.9771213,99.44522366,105.2736597,94.19503153,109.3514275,84.29277128,109.9348512,99.15297919,114.3567219,99.44522366,105.2736597,94.19503153,101.7441533,-23.65373796,13.59054015,-21.31690596,3.379600668,0,0,0,-7.607274204,2,3,4,2,3,2,1,2,4,NA,2.555555556,2,4,3,2,3,3,2,4,3,3,2.888888889,0,1,-1,0,0,1,1,2,-1,NA,0.333333333,57,0,57,0,15.28440667
1260,lumosity,13,-118.693,-421,4,7,11,6,37,"[35,40)",13,-188.541,-390,11,5,14,5,93.72148071,119.9503475,98.34668376,86.01208309,114.6181379,96.3132714,108.1891174,104.5478651,93.72148071,111.0800753,107.7858031,107.5578586,87.20385626,113.3814695,95.32549902,104.3026572,0,-8.870272222,9.439119374,21.54577548,-27.41428166,17.06819808,-12.8636184,-0.245207902,4,4,4,NA,5,4,2,3,4,NA,3.75,4,4,4,NA,4,5,2,3,5,5,3.875,0,0,0,NA,-1,1,0,0,1,NA,0.125,0,53,53,0,10.54219583
1261,crosswords,17,-445.189,-494,15,5,9,6,30,"[30,35)",20,-620.475,-413,10,5,7,5,105.3358115,88.04538243,80.98718015,121.5601153,86.27662334,87.01426107,106.3436639,93.15120252,114.036921,76.35225335,99.88323042,104.1994995,86.27662334,81.05218479,94.19503153,88.19592937,8.701109509,-11.69312908,18.89605027,-17.36061586,0,-5.962076279,-12.14863241,-4.95527315,4,4,3,2,3,3,2,2,2,NA,2.777777778,3,4,2,2,3,4,2,1,2,3,2.555555556,-1,0,-1,0,0,1,0,-1,0,NA,-0.222222222,69,0,69,0,17.19297861
1262,lumosity,22,-393.459,-372,9,6,6,5,59,"[55,60)",22,-252.907,-362,10,5,12,4,133.2454417,100.1504002,121.3485962,106.4059472,110.6589712,86.64629669,104.3725447,116.9995739,133.2454417,113.806874,125.590651,109.7119218,97.83682509,108.6832773,91.37593231,121.7064861,0,13.65647375,4.242054731,3.305974595,-12.82214611,22.03698065,-12.99661235,4.706912222,5,4,5,NA,4,4,4,4,5,NA,4.375,5,4,4,2,4,5,3,5,5,4,4.111111111,0,0,-1,NA,0,1,-1,1,0,NA,-0.263888889,0,61,61,0,72.96341153
1263,lumosity,14,-403.523,-462,8,6,6,6,20,"[18,25)",12,-123.177,-451,7,4,5,5,95.97750773,89.15118905,84.69653908,98.00675126,96.84357409,78.38176743,104.3762811,85.70924269,90.15077663,115.2733628,87.09278111,95.15443402,72.77499024,74.90183109,91.48974509,80.64896747,-5.826731102,26.12217372,2.396242027,-2.852317236,-24.06858384,-3.479936348,-12.88653604,-5.060275219,4,4,2,2,3,4,4,3,2,NA,3.111111111,2,4,3,3,3,4,2,3,2,4,2.888888889,-2,0,1,1,0,0,-2,0,0,NA,-0.222222222,0,49,49,0,14.57907194
1264,lumosity,9,-85.28,-494,13,7,12,6,24,"[18,25)",12,-445.217,-461,12,7,14,6,80.97848585,124.9541437,78.22890066,113.3005653,109.7384325,98.83503824,104.3762811,102.8415186,90.15077663,85.57420606,84.90595021,110.2752517,109.7384325,110.5257196,104.3762811,98.84740772,9.17229078,-39.37993764,6.677049554,-3.025313587,0,11.69068132,0,-3.994110869,4,4,3,NA,4,3,3,3,3,NA,3.375,4,NA,3,NA,3,3,2,2,3,4,2.857142857,0,NA,0,NA,-1,0,-1,-1,0,NA,-0.517857143,0,58,58,0,13.59726235
1265,lumosity,17,-186.398,-433,10,8,14,5,24,"[18,25)",18,-120.493,-324,0,7,12,7,104.6197456,107.8454715,92.2365271,103.8371949,122.8533768,110.5257196,91.48974509,109.0724407,107.5594805,116.0770117,127.3184967,71.13175413,109.7384325,98.83503824,116.828507,112.9026201,2.939734917,8.231540203,35.08196963,-32.70544081,-13.11494431,-11.69068132,25.33876193,3.830179322,4,3,4,5,4,4,1,2,2,NA,3.222222222,4,4,5,5,5,5,4,4,4,5,4.444444444,0,1,1,0,1,1,3,2,2,NA,1.222222222,0,56,56,0,20.88134417
1266,crosswords,10,-323.844,-349,9,4,9,5,22,"[18,25)",10,-367.027,-463,9,5,12,6,84.14383656,95.36147669,117.9137207,100.9495717,72.77499024,87.19618064,91.48974509,86.38694504,84.14383656,91.42657668,84.51464032,100.9495717,84.26850625,98.83503824,104.3762811,86.02866905,0,-3.934900003,-33.39908042,0,11.493516,11.6388576,12.88653604,-0.358275987,NA,3,NA,2,4,3,2,5,5,NA,3.428571429,4,4,5,3,5,5,3,4,4,4,4.111111111,NA,1,NA,1,1,2,1,-1,-1,NA,0.682539683,13,0,13,0,3.549186111
1267,crosswords,12,-118.693,-410,9,8,7,6,36,"[35,40)",8,-120.462,-409,8,5,8,5,90.37931782,119.9503475,102.5116491,100.8504424,129.0004458,82.25094884,108.1891174,108.983115,78.35051014,119.4760429,102.9182609,98.04450489,87.20385626,85.46204202,95.32549902,90.78846419,-12.02880768,-0.474304577,0.406611751,-2.805937486,-41.79658954,3.211093183,-12.8636184,-18.19465077,3,1,4,1,4,3,3,4,4,NA,3,3,3,4,1,4,3,2,3,4,3,3,0,2,0,0,0,0,-1,-1,0,NA,0,56,0,56,0,13.69422722
1268,crosswords,15,-383.961,-397,17,7,14,6,30,"[30,35)",15,-207.255,-367,12,6,15,7,99.41601051,91.95254062,104.5039725,126.8942081,113.2855782,111.2846825,106.3436639,114.6108099,99.41601051,108.4207958,115.7072287,110.9771213,99.44522366,117.6574457,118.2550683,118.7663402,0,16.4682552,11.20325622,-15.9170868,-13.84035457,6.372763233,11.91140432,4.155530291,3,2,2,2,5,3,2,3,4,NA,2.888888889,5,4,4,2,5,4,3,4,4,4,3.888888889,2,2,2,0,0,1,1,1,0,NA,1,60,0,60,0,15.39376306
1269,lumosity,28,-236.579,-312,20,9,13,6,26,"[25,30)",28,-118.693,-302,23,9,16,8,138.401046,103.3503907,132.7380868,134.9609953,137.8485974,103.2608009,105.265139,143.4567396,138.401046,117.6859826,140.4692841,141.3714051,137.8485974,123.5587754,130.0210646,155.8191895,0,14.33559184,7.731197349,6.410409783,0,20.29797457,24.75592554,12.36244993,2,4,2,2,3,4,4,3,4,NA,3.111111111,4,4,4,NA,4,4,4,3,5,4,4,2,0,2,NA,1,0,0,0,1,NA,0.888888889,0,48,48,0,10.75893062
1270,lumosity,8,-500.891,-442,2,5,11,5,19,"[18,25)",11,-592.302,-399,4,6,6,5,77.37261524,81.37199812,89.94998477,80.89819664,84.26850625,93.83254199,91.48974509,73.2314435,87.14455723,74.5312753,101.7406339,86.07785316,96.84357409,78.38176743,91.48974509,77.65846294,9.771941992,-6.840722823,11.79064917,5.179656516,12.57506784,-15.45077455,0,4.427019436,1,5,3,2,5,3,2,2,2,NA,2.777777778,2,3,2,4,4,2,2,4,4,4,3,1,-2,-1,2,-1,-1,0,2,2,NA,0.222222222,0,32,32,0,6.926913056
1271,crosswords,15,-511.054,-566,11,6,1,6,44,"[40,45)",12,-120.493,-573,9,5,5,5,99.35523995,84.99480268,69.62350671,110.0500152,101.9932487,55.25944187,111.0122544,81.78336236,90.54717631,122.1368654,67.15975367,103.5235123,89.19765074,79.06710317,98.00675126,86.34752165,-8.808063643,37.14206274,-2.463753045,-6.526502955,-12.795598,23.80766131,-13.00550318,4.564159293,4,4,3,5,4,2,2,2,4,NA,3.333333333,5,4,4,4,4,4,4,4,4,4,4.111111111,1,0,1,-1,0,2,2,2,0,NA,0.777777778,63,0,63,0,16.53865528
1272,lumosity,16,-101.001,-412,14,7,12,6,39,"[35,40)",14,-142.668,-400,14,6,14,6,102.6131175,123.6833231,101.7036295,120.3196173,114.6181379,100.9506214,108.1891174,119.5671391,97.03076769,116.7794552,105.0962948,120.3196173,100.7002435,113.3814695,108.1891174,116.5881131,-5.582349848,-6.903867889,3.392665333,0,-13.91789438,12.43084807,0,-2.979026029,2,4,1,2,2,2,2,4,4,NA,2.555555556,4,5,4,3,2,4,1,1,1,3,2.777777778,2,1,3,1,0,2,-1,-3,-3,NA,0.222222222,0,15,15,0,2.826494708
1273,lumosity,9,-445.189,-501,10,6,6,5,24,"[18,25)",11,-433.99,-413,6,7,8,7,80.97848585,85.88388204,77.08930724,103.8371949,96.84357409,78.38176743,91.48974509,77.16043351,87.14455723,87.24765284,97.82596954,92.2774394,109.7384325,84.29950428,116.828507,93.07252793,6.166071377,1.363770792,20.7366623,-11.55975555,12.89485844,5.917736841,25.33876193,15.91209442,4,4,3,1,4,3,2,3,3,NA,3,4,4,3,1,4,2,2,3,3,NA,2.888888889,0,0,0,0,0,-1,0,0,0,NA,-0.111111111,0,11,11,0,2.908645556
1274,lumosity,15,-417.48,-416,5,4,8,4,54,"[50,55)",18,-216.89,-427,6,6,11,4,101.6884386,96.73772102,108.5562257,91.23424614,79.74395703,89.65886778,87.08262768,87.90419711,111.6163816,112.9173723,105.4848227,94.93967009,108.3483539,100.1330186,87.08262768,105.4739526,9.927942972,16.1796513,-3.071402968,3.705423958,28.6043969,10.4741508,0,17.56975552,4,4,4,4,3,4,2,4,4,NA,3.666666667,4,4,4,4,3,4,3,3,3,4,3.555555556,0,0,0,0,0,0,1,-1,-1,NA,-0.111111111,0,31,31,0,7.483930417
1275,lumosity,15,-749.594,-440,8,5,10,5,57,"[55,60)",9,-164.372,-441,4,5,5,4,104.2158553,76.33659601,103.5934911,103.182058,97.83682509,99.54873885,104.3725447,97.02938305,83.70506066,123.8390134,103.3360484,89.53374473,97.83682509,83.05677764,91.37593231,92.27474477,-20.51079462,47.50241735,-0.257442731,-13.64831324,0,-16.49196121,-12.99661235,-4.754638284,1,3,4,2,4,3,3,4,3,NA,3,4,4,5,5,4,4,3,4,4,4,4.111111111,3,1,1,3,0,1,0,0,1,NA,1.111111111,0,51,51,0,12.99579208
